珠光新城御景二期 一线江景南向4房  视野开阔,珠光新城御景二期,珠江新城东,4室2厅 ,154.26, 南 北 , 精装 ,27,2017, 塔楼,84, 7个月以前发布,22800000.0,"147,803元/平",近地铁 VR看装修 房本满两年 随时看房 
龙口东路翠竹苑 岗顶 精装修四房 看房方便,龙口东路翠竹苑,龙口东,4室2厅 ,104.02, 南 北 , 其他 ,7,1995, 塔楼,4, 9个月以前发布,6660000.0,"64,027元/平",VR房源 房本满两年 
天河公园次新房三房两厅两卫精装,力迅领筑,天河公园,3室1厅 ,114.26, 东南 , 其他 ,27,2012, 塔楼,21, 一年前发布,11900000.0,"104,149元/平",VR看装修 房本满五年 
型格局方正，楼层好，视野宽阔，采光充足,华天国际广场,龙口东,3室2厅 ,114.52, 东南 , 简装 ,30,2001, 塔楼,24, 一年前发布,8990000.0,"78,502元/平",近地铁 VR房源 房本满五年 
希尔顿阳光  高品质小区 高层带大阳台，东西对流,希尔顿阳光,龙口西,4室1厅 ,123.02, 东 西 , 其他 ,27,2003, 塔楼,6, 7个月以前发布,14800000.0,"120,306元/平",近地铁 VR房源 房本满两年 
复式 东西向望金茂府 景观好 方正实用，有带平台花园,伍仙花园B区,沙太南,5室2厅 ,147.09, 南 , 其他 ,12,2002, 塔楼,25, 一年前发布,6200000.0,"42,152元/平",VR房源 房本满五年 
嘉裕公馆 保养好 大三房双主套 园林大社区,嘉裕公馆,珠江新城中,3室2厅 ,154.22, 北 , 精装 ,33,2015, 塔楼,145, 一年前发布,29000000.0,"188,044元/平",近地铁 VR看装修 房本满五年 
南国花园 A区高层大四房 88%实用 通风采光很好,南国花园,珠江新城东,4室2厅 ,155.04, 南 北 , 精装 ,28,2002, 塔楼,8, 3个月以前发布,10400000.0,"67,058元/平",近地铁 VR看装修 房本满五年 
小区安静，网红小区，业主诚意，看房方便,珠江俊园,华景新城,3室2厅 ,124.0, 东南 , 简装 ,28,2007, 塔楼,13, 5个月以前发布,8490000.0,"68,435元/平",VR看装修 房本满五年 
此房在骏景花园北苑，通风采光好实用率高,骏景花园,棠下,5室2厅 ,209.48, 南 北 , 其他 ,12,2000, 塔楼,0, 一年前发布,10870000.0,"51,878元/平",近地铁 VR房源 房本满五年 
天河北，直看体育馆，视野好，采光好；,都市华庭(天河),体育中心,3室2厅 ,158.94, 北 , 精装 ,32,2001, 板塔结合,4, 10个月以前发布,12500000.0,"78,647元/平",近地铁 VR看装修 房本满五年 
安静四房 户型方正实用 南北对流通风采光好!,力迅上筑,珠江新城东,4室2厅 ,164.23, 南 , 精装 ,29,2005, 塔楼,4, 3个月以前发布,26200000.0,"159,533元/平",近地铁 VR看装修 房本满两年 
珠江新城个人可购买，双面窗视野好安静，可注册地段好,富力盈丰大厦,珠江新城西,1室0厅 ,50.45, 西北 , 其他 ,29,2005, 塔楼,0,15,2000000.0,"39,644元/平",近地铁 房本满五年 随时看房 
中高层南北通透看花园 格局好 适合居住 税费少,汇景新城中央庭院,汇景新城,4室2厅 ,219.48, 南 北 , 精装 ,30,2008, 塔楼,18, 一年前发布,22000000.0,"100,237元/平",VR房源 房本满五年 
罕有带大平台 干澫私人会所级别装修 进口智能家居配套,中海花城湾,珠江新城中,4室2厅 ,301.96, 南 , 精装 ,40,2005, 塔楼,4, 2个月以前发布,27980000.0,"92,641元/平",VR看装修 房本满五年 
园林景观四房，南北对流，板楼设计，采光好,中海观园国际,珠江新城东,4室1厅 ,247.38, 南 , 其他 ,43,2007, 板楼,32, 11个月以前发布,32680000.0,"132,105元/平",近地铁 VR房源 房本满五年 
半山雍景苑 精装大四房 舒适居家,半山雍景苑,汇景新城,4室2厅 ,182.72, 南 , 精装 ,18,2004, 塔楼,143, 一年前发布,10500000.0,"57,465元/平",VR看装修 房本满两年 
满五唯一，格局方正。白云山下，天然氧吧，环境空气好,天河山庄,沙河,5室2厅 ,149.44, 南 , 简装 ,6,1996, 塔楼,42, 一年前发布,4650000.0,"31,117元/平",VR房源 房本满五年 
2楼带大平台，户型朝向采光好，大型社区，成熟配套,珠江俊园,华景新城,3室2厅 ,127.0, 东南 , 其他 ,28,2007, 塔楼,11, 11个月以前发布,8700000.0,"68,435元/平",VR看装修 房本满五年 
1.精装未入住；2.房源满五不需增值税，业主诚心卖,伍仙花园A区,沙太南,4室2厅 ,135.3, 西北 西南 , 精装 ,11,2002, 塔楼,20, 7个月以前发布,6100000.0,"45,085元/平",VR房源 房本满五年 随时看房 
一梯一户，全新装修，可拎包入住，证过五年省税费,力迅上筑,珠江新城东,4室2厅 ,164.23, 南 , 精装 ,29,2005, 塔楼,55, 一年前发布,26000000.0,"158,315元/平",近地铁 VR房源 房本满五年 
次顶楼，北看白天山，南看小蛮腰，实用四房，南北对流,尚东君御雅苑,珠江新城中,4室1厅 ,182.28, 南 北 , 精装 ,46,2015, 塔楼,59, 6个月以前发布,14970000.0,"82,121元/平",近地铁 VR房源 房本满两年 
汇峰苑 正南望花园 安静舒适 满五唯一,汇峰苑,珠江新城中,4室2厅 ,205.08, 南 , 精装 ,40,2008, 板塔结合,64, 11个月以前发布,16210000.0,"79,017元/平",VR看装修 房本满五年 
骏汇大厦 复式 小区管理好 满五年 住家舒适 带大天台,骏汇大厦,天河南,5室2厅 ,194.44, 南 西 北 , 精装 ,26,1997, 塔楼,72, 一年前发布,13130000.0,"67,528元/平",VR房源 房本满五年 
太古汇旁边安静小区 天河新作 高层南向四房 视野开阔,天河新作,体育中心,4室2厅 ,229.53, 南 , 其他 ,33,2006, 塔楼,13, 10个月以前发布,28000000.0,"121,989元/平",VR房源 房本满五年 
校内暨南花园，环境好，电梯大三房，安静不吵，采光好,暨南花园,石牌,3室2厅 ,108.0, 南 北 , 简装 ,10,1997, 塔楼,2, 3个月以前发布,8800000.0,"81,482元/平",近地铁 VR看装修 房本满五年 
龙口西电梯四房  单边位  西南朝向  实用率高,天信大厦,龙口西,4室2厅 ,148.98, 西南 , 其他 ,9,1997, 塔楼,0, 5个月以前发布,9600000.0,"64,439元/平",近地铁 VR看装修 房本满五年 
君林天下高楼层大复式房  房大厅大视野好,君林天下,龙洞,10室3厅 ,359.07, 南 , 精装 ,24,2006, 塔楼,36, 一年前发布,22800000.0,"63,498元/平",近地铁 VR房源 房本满五年 
珠江公园旁江景四房，南北对流，巴适,尚东美御,珠江新城东,3室1厅 ,173.61, 南 北 , 精装 ,32,2007, 塔楼,31, 9个月以前发布,20500000.0,"118,081元/平",近地铁 VR房源 房本满五年 
福金莲 金怡阁 高楼层 电梯房 采光通风好 交通便利,福金莲花园,员村,6室3厅 ,211.29, 东北 , 精装 ,27,2003, 塔楼,49, 一年前发布,9500000.0,"44,962元/平",近地铁 VR房源 房本满两年 
此房证5年 产权清晰 中间楼层 视野开阔 南北对流,中海花城湾,珠江新城中,4室2厅 ,285.46, 南 , 精装 ,40,2014, 塔楼,466, 6个月以前发布,26450000.0,"92,641元/平",VR看装修 房本满五年 
富力大四房看小区，高楼层证过五年，视野景观好,富力院士庭,粤垦,3室2厅 ,155.86, 北 东 , 其他 ,18,2007, 板楼,0, 1个月以前发布,12500000.0,"80,201元/平",VR看装修 房本满五年 
安静东南向  诚心出卖 房子满五年，产权清晰,美林海岸花园,员村,3室2厅 ,133.47, 南 , 精装 ,12,2004, 塔楼,6, 一年前发布,14000000.0,"104,893元/平",近地铁 VR看装修 房本满五年 
中低楼层，南向三房两卫，安静舒适，视野不错，采光好,华景新城芳满庭园,华景新城,3室2厅 ,107.89, 东南 , 精装 ,36,2005, 塔楼,2, 1个月以前发布,6030000.0,"55,854元/平",VR房源 房本满五年 
过五年，小区安静，南北对流，厅大房大，住家的好地方,中人宿舍,沙太南,3室2厅 ,145.44, 南 , 其他 ,9,1994, 塔楼,4, 9个月以前发布,4180000.0,"28,741元/平",VR看装修 房本满五年 
九洲海誉居 大面积时尚住宅 格局通透,九洲海誉居,粤垦,4室1厅 ,188.25, 南 , 其他 ,34,2016, 板楼,3, 3个月以前发布,19000000.0,"100,930元/平",VR房源 房本满两年 
龙口东 法院单位宿舍 高层南向 厅出阳台 大三房双阳台,龙口东路,龙口东,3室2厅 ,112.54, 南 , 简装 ,10,1999, 塔楼,15, 10个月以前发布,8300000.0,"73,752元/平",近地铁 VR看装修 房本满五年 
星汇云锦中楼层东南向优质户型业主诚心放卖！,星汇云锦,珠江新城西,3室2厅 ,243.26, 东南 , 精装 ,41,2010, 塔楼,211, 一年前发布,17060000.0,"70,103元/平",近地铁 VR看装修 房本满五年 
珠江新城旁，封闭式小区，楼龄新电梯房，家门口是地铁,中铁盛德国际,石牌,3室2厅 ,145.55, 南 , 其他 ,37,2013, 板楼,1, 1个月以前发布,9500000.0,"65,270元/平",VR看装修 房本满五年 
后天河北复式 装修保养好 封闭式小区管理,侨英花园,粤垦,6室1厅 ,189.48, 北 , 精装 ,27,2008, 塔楼,12, 9个月以前发布,14000000.0,"73,887元/平",VR房源 房本满五年 
天河公园西门 华港三期 200平 南向大平层 产权清晰,华港花园,天河公园,4室2厅 ,203.47, 南 , 精装 ,30,2004, 塔楼,22, 一年前发布,12570000.0,"61,752元/平",近地铁 VR看装修 房本满五年 
华景新城逸雅居  正规四房  配套好,华景新城逸雅居,华景新城,4室2厅 ,189.89, 北 , 其他 ,31,2000, 塔楼,518, 一年前发布,10610000.0,"55,854元/平",VR房源 房本满五年 
陶苑小区，加装电梯，产权非共有，满五唯一,陶苑小区,沙太南,3室1厅 ,80.16, 西 , 简装 ,9,1993, 塔楼,31, 一年前发布,2750000.0,"34,307元/平",近地铁 VR看装修 房本满五年 
汇景新城维纶特莱 4室2厅 东,汇景新城维纶特莱,汇景新城,4室2厅 ,202.24, 东 , 精装 ,11,2011, 板楼,0, 4个月以前发布,24300000.0,"120,155元/平",VR看装修 房本满五年 
丰兴广场 南向看珠江新城广州塔  落地玻璃 门口是地铁,丰兴广场,天河南,4室2厅 ,163.25, 南 西 , 其他 ,32,2004, 塔楼,21, 一年前发布,16000000.0,"98,010元/平",近地铁 VR房源 房本满五年 
珠江公园旁江景四房，南北对流，巴适,尚东美御,珠江新城东,3室1厅 ,173.61, 南 北 , 精装 ,32,2007, 塔楼,31, 9个月以前发布,20500000.0,"118,081元/平",近地铁 VR房源 房本满五年 
福金莲 金怡阁 高楼层 电梯房 采光通风好 交通便利,福金莲花园,员村,6室3厅 ,211.29, 东北 , 精装 ,27,2003, 塔楼,49, 一年前发布,9500000.0,"44,962元/平",近地铁 VR房源 房本满两年 
1.精装未入住；2.房源满五不需增值税，业主诚心卖,伍仙花园A区,沙太南,4室2厅 ,135.3, 西北 西南 , 精装 ,11,2002, 塔楼,20, 7个月以前发布,6100000.0,"45,085元/平",VR房源 房本满五年 随时看房 
次顶楼，北看白天山，南看小蛮腰，实用四房，南北对流,尚东君御雅苑,珠江新城中,4室1厅 ,182.28, 南 北 , 精装 ,46,2015, 塔楼,59, 6个月以前发布,14970000.0,"82,121元/平",近地铁 VR房源 房本满两年 
此房证5年 产权清晰 中间楼层 视野开阔 南北对流,中海花城湾,珠江新城中,4室2厅 ,285.46, 南 , 精装 ,40,2014, 塔楼,466, 6个月以前发布,26450000.0,"92,641元/平",VR看装修 房本满五年 
龙口东 法院单位宿舍 高层南向 厅出阳台 大三房双阳台,龙口东路,龙口东,3室2厅 ,112.54, 南 , 简装 ,10,1999, 塔楼,15, 10个月以前发布,8300000.0,"73,752元/平",近地铁 VR看装修 房本满五年 
君林天下高楼层大复式房  房大厅大视野好,君林天下,龙洞,10室3厅 ,359.07, 南 , 精装 ,24,2006, 塔楼,36, 一年前发布,22800000.0,"63,498元/平",近地铁 VR房源 房本满五年 
校内暨南花园，环境好，电梯大三房，安静不吵，采光好,暨南花园,石牌,3室2厅 ,108.0, 南 北 , 简装 ,10,1997, 塔楼,2, 3个月以前发布,8800000.0,"81,482元/平",近地铁 VR看装修 房本满五年 
太古汇旁边安静小区 天河新作 高层南向四房 视野开阔,天河新作,体育中心,4室2厅 ,229.53, 南 , 其他 ,33,2006, 塔楼,13, 10个月以前发布,28000000.0,"121,989元/平",VR房源 房本满五年 
中人集团宿舍 精装5房 业主诚心挂盘 看房方便,中人集团宿舍,沙太北,5室2厅 ,223.77, 南 北 , 其他 ,8,1999, 塔楼,8, 3个月以前发布,7250000.0,"32,400元/平",VR房源 房本满两年 
高层东南向望花园  四房2厅2卫  户型方正实用,南国花园,珠江新城东,4室1厅 ,146.92, 东南 , 其他 ,25,2002, 塔楼,12, 5个月以前发布,9860000.0,"67,058元/平",近地铁 VR房源 房本满两年 
单边东南向四房，采光好，楼龄新，精装修,利汇名悦大厦,珠江新城西,4室2厅 ,212.97, 东南 , 精装 ,31,2008, 塔楼,10, 7个月以前发布,21200000.0,"99,545元/平",近地铁 VR房源 房本满五年 
五山花园5期 东南向大3房带主套 视野好 望鸡笼山,五山花园,五山,3室2厅 ,116.08, 南 , 其他 ,16,1999, 塔楼,21, 4个月以前发布,8800000.0,"75,810元/平",近地铁 VR房源 房本满五年 
珠江俊园 4室2厅 西南,珠江俊园,华景新城,4室2厅 ,121.0, 西南 , 简装 ,28,2007, 塔楼,32, 7个月以前发布,8290000.0,"68,435元/平",VR房源 房本满五年 
天翔花园，户型方正，采光通风好，视野无遮挡,天翔花园,龙口东,4室2厅 ,162.77, 南 , 精装 ,16,1998, 塔楼,19, 7个月以前发布,15000000.0,"92,155元/平",近地铁 VR房源 房本满五年 
正宗西雅苑 少有放盘 电梯高层四房南向望花园,西雅苑,体育中心,4室2厅 ,117.39, 南 北 , 精装 ,28,1998, 塔楼,12, 9个月以前发布,11300000.0,"96,261元/平",近地铁 VR房源 房本满五年 
美林海岸 改善大四房 建筑面积200平 套内面积162平方,美林海岸花园,员村,4室2厅 ,107.97, 南 , 精装 ,18,2004, 塔楼,11, 6个月以前发布,15780000.0,"146,152元/平",近地铁 VR房源 房本满五年 
丰兴广场 南向看珠江新城广州塔  落地玻璃 门口是地铁,丰兴广场,天河南,4室2厅 ,163.25, 南 西 , 其他 ,32,2004, 塔楼,21, 一年前发布,16000000.0,"98,010元/平",近地铁 VR房源 房本满五年 
珠江新城东 户型方正 采光通风好 中高楼层 精致装修,华颖轩,员村,3室2厅 ,114.01, 南 北 , 精装 ,25,2006, 塔楼,208, 一年前发布,6980000.0,"61,223元/平",VR房源 房本满五年 
天河公园西门环境优美的复式的房子,东方新世界,天河公园,5室2厅 ,363.83, 东南 , 简装 ,9,2011, 板楼,66, 一年前发布,27990000.0,"76,922元/平",近地铁 VR房源 房本满五年 
东方新世界 满五唯一省税费 大面积居住宽畅舒适,东方新世界,天河公园,4室2厅 ,172.04, 西北 , 其他 ,29,2007, 塔楼,9, 一年前发布,13240000.0,"76,922元/平",近地铁 VR房源 房本满五年 
封闭式小区24小时安保！冬暖夏凉、四季宜人！,天荣小区,天河南,3室2厅 ,153.34, 东 , 精装 ,24,1997, 塔楼,13, 11个月以前发布,10030000.0,"65,411元/平",近地铁 VR看装修 房本满五年 
半山翠庭新推出精装大4房，房子户型方正，保养好！,半山翠庭,五山,4室2厅 ,135.71, 南 北 , 精装 ,7,1999, 板楼,1, 2个月以前发布,8300000.0,"61,160元/平",近地铁 VR房源 房本满五年 
华标广场 大型小区花园 内带幼儿园 东南向 过五唯一,华标广场,天润路,4室2厅 ,164.98, 南 , 精装 ,30,2004, 板塔结合,308, 一年前发布,14200000.0,"86,072元/平",近地铁 VR房源 房本满五年 
四代同堂 南北对流 园林小区  安静舒适,半山雍景苑,汇景新城,4室2厅 ,153.57, 南 , 精装 ,18,2000, 塔楼,36, 一年前发布,12000000.0,"78,141元/平",VR房源 房本满五年 
华建小区 东方三路 复式  套内建面150方,华建小区,天河公园,4室2厅 ,171.4, 南 北 , 其他 ,18,2001, 塔楼,50, 一年前发布,10800000.0,"63,011元/平",VR房源 房本满五年 
汇景新城维纶特莱 4室2厅 东,汇景新城维纶特莱,汇景新城,4室2厅 ,202.24, 东 , 精装 ,11,2011, 板楼,0, 4个月以前发布,24300000.0,"120,155元/平",VR看装修 房本满五年 
户型方正，实用率高，南北对流，采光通风好,中人宿舍,沙太南,3室2厅 ,170.5, 南 , 简装 ,8,1994, 塔楼,12, 一年前发布,3920000.0,"22,992元/平",VR看装修 房本满五年 
金碧翡翠华庭，恒大物业，户型方正，少有户型放卖,金碧翡翠华庭,天润路,4室2厅 ,161.8, 南 , 其他 ,31,2007, 塔楼,2, 1个月以前发布,15500000.0,"95,798元/平",近地铁 VR房源 房本满五年 
华阳 06年楼龄 保养好 上学方便 大三房 三阳台 精装,宏景台,体育中心,3室2厅 ,149.49, 东 , 精装 ,22,2005, 塔楼,50, 一年前发布,16800000.0,"112,383元/平",近地铁 VR看装修 房本满五年 
户型方正，南北对流，主卧南向，可望江景,利雅湾,珠江新城中,3室2厅 ,152.32, 东南 , 精装 ,29,2004, 塔楼,247, 6个月以前发布,19600000.0,"128,677元/平",近地铁 VR房源 房本满五年 
伊顿18 南向看花园  双阳台 满五唯一,天誉华庭,龙口西,3室2厅 ,150.85, 南 西 , 精装 ,38,2004, 板塔结合,32, 10个月以前发布,12600000.0,"83,527元/平",近地铁 VR看装修 房本满五年 
珠城东区-南国花园-高层可望江大户型,南国花园,珠江新城东,4室2厅 ,154.16, 北 , 精装 ,27,2005, 塔楼,1, 1个月以前发布,10340000.0,"67,058元/平",近地铁 VR看装修 房本满五年 
通风采光好  户型方正 居住舒适， 小区居住人群素质高,希尔顿阳光,龙口西,5室2厅 ,163.85, 南 , 精装 ,27,2002, 塔楼,87, 一年前发布,16600000.0,"101,313元/平",近地铁 VR看装修 房本满五年 
边检大院 东南向三房 有8平方大平台 楼龄新,边检大院,龙口西,4室2厅 ,107.31, 东南 , 精装 ,19,2014, 板楼,16, 一年前发布,8600000.0,"80,142元/平",VR房源 房本满五年 
华景新城复式大四房 视野广阔 可以瞭望白云山广州塔,华景新城逸晖居,华景新城,4室2厅 ,202.07, 西南 , 精装 ,31,2000, 塔楼,29, 一年前发布,11290000.0,"55,854元/平",VR房源 房本满五年 
花园小区 实用户型 高层望花园 安静,保利心语花园,珠江新城中,3室2厅 ,109.46, 北 , 其他 ,32,2008, 塔楼,1, 4个月以前发布,10620000.0,"96,957元/平",近地铁 VR看装修 房本满五年 
二期楼龄新，安静舒适 户型方正，阳台大,东方新世界,天河公园,3室1厅 ,115.93, 西 , 其他 ,23,2009, 塔楼,11, 4个月以前发布,8920000.0,"76,922元/平",近地铁 VR房源 房本满五年 
世纪绿洲一期四房商品房，户型方正，地铁50米,保利世纪绿洲一期,龙洞,4室2厅 ,101.41, 西南 , 简装 ,7,2003, 塔楼,74, 一年前发布,5300000.0,"52,264元/平",近地铁 VR看装修 房本满五年 
此房户型方正 使用性高，朝北向，看小区,历德雅舍,华景新城,3室1厅 ,96.54, 北 , 其他 ,18,2005, 塔楼,7, 一年前发布,6320000.0,"65,370元/平",VR房源 房本满两年 
暨大门口高质量双阳台三房，环境好楼龄新，视野开阔。,阳光都会广场,石牌,3室2厅 ,108.02, 西南 西 , 其他 ,24,2007, 塔楼,19, 8个月以前发布,7800000.0,"72,209元/平",近地铁 VR看装修 房本满五年 
天河北 高层 南向 过五年唯一  双地铁口,鸿翔大厦,天润路,3室2厅 ,121.24, 南 东南 , 精装 ,29,2002, 塔楼,154, 一年前发布,9270000.0,"76,460元/平",近地铁 VR房源 房本满五年 
信华花园安静四房，采光好，安静,信华经理人家园,华景新城,4室2厅 ,108.89, 西南 , 简装 ,31,2012, 塔楼,6, 5个月以前发布,6090000.0,"55,854元/平",VR房源 房本满五年 
华景里四房两厅，自住装修，拎包入住，双边阳台望花园,华景新城华景里,华景新城,4室2厅 ,189.63, 南 , 其他 ,29,2014, 塔楼,33, 11个月以前发布,10600000.0,"55,854元/平",VR房源 房本满五年 
华景复式单位，带露台，满五年，东南朝向采光视野好。,华景新城翠安侬苑,华景新城,5室2厅 ,151.19, 东南 , 其他 ,32,2002, 塔楼,21, 8个月以前发布,8450000.0,"55,854元/平",VR房源 房本满五年 
南向三房 过五唯一税费少 户型方正 近地铁交通方便,天河新作,体育中心,3室1厅 ,126.57, 南 , 其他 ,33,2006, 塔楼,0, 3个月以前发布,15400000.0,"121,672元/平",VR看装修 房本满五年 
珠城北·暨大门口，98年原装电梯大三房两卫，双地铁,暨南花园,石牌,3室2厅 ,117.76, 西北 , 简装 ,28,1998, 塔楼,0, 2个月以前发布,8980000.0,"76,257元/平",VR看装修 房本满五年 
骏景南苑复式 单边位满五年 业主诚心卖,骏景花园,棠下,6室3厅 ,257.99, 东 北 , 其他 ,13,2003, 塔楼,7, 6个月以前发布,13390000.0,"51,878元/平",VR房源 房本满五年 
天河公园4+1房    南向中楼层    满五年  诚意出*,东璟花园,员村,5室2厅 ,161.49, 南 北 , 其他 ,25,2004, 塔楼,43, 一年前发布,11800000.0,"73,070元/平",近地铁 VR看装修 房本满五年 
翠湖山庄新上架 高层 南向 四房二厅二卫,翠湖山庄,天河公园,4室2厅 ,158.15, 南 , 简装 ,32,1999, 塔楼,18, 7个月以前发布,6510000.0,"41,118元/平",VR房源 房本满五年 
环宇花园，南北通透大三房，精装修保养很好，随时可看,环宇花园,天河公园,3室2厅 ,100.03, 南 北 , 精装 ,9,1996, 塔楼,59, 一年前发布,5300000.0,"52,985元/平",VR看装修 房本满五年 
华天国际电梯大三房 安静不吵 采光户型好,华天国际广场,龙口东,3室2厅 ,119.39, 北 , 其他 ,30,2001, 塔楼,0, 1个月以前发布,8000000.0,"67,008元/平",近地铁 VR房源 房本满五年 
芳满庭园高层单边位三房 快听火炉山的虫鸣鸟叫,华景新城芳满庭园,华景新城,3室2厅 ,107.77, 北 , 精装 ,36,2005, 塔楼,395, 11个月以前发布,6020000.0,"55,854元/平",VR房源 房本满五年 
实用五房，厅大房大， 南北通风，采光好视野好,东方新世界,天河公园,5室2厅 ,172.01, 西北 北 , 精装 ,29,2007, 塔楼,5, 5个月以前发布,13240000.0,"76,922元/平",VR房源 房本满五年 
天河北三房满五年 小区中间 安静不吵 交通便利,华苑大厦,体育中心,3室1厅 ,123.52, 东南 , 其他 ,30,1996, 板塔结合,1, 3个月以前发布,8000000.0,"64,767元/平",近地铁 VR房源 房本满五年 
天河北  龙口西  方正大三房三阳台,残联宿舍,天润路,3室2厅 ,101.07, 东南 南 北 , 简装 ,10,1998, 塔楼,12, 一年前发布,6500000.0,"64,312元/平",VR看装修 房本满五年 
双套房大平层 5房3卫   南向方正易改  业主诚心卖,华南御景园,岑村,5室2厅 ,178.87, 南 , 精装 ,10,2009, 塔楼,171, 一年前发布,7700000.0,"43,049元/平",VR看装修 房本满两年 
珠江新城东必买三房二厅二阳台，大主套二卫浴，全优,赛拉维,员村,3室2厅 ,126.61, 北 , 其他 ,19,2008, 塔楼,117, 一年前发布,9500000.0,"75,034元/平",近地铁 VR房源 房本满五年 
骏景花园 北苑中空厅复式 格局方正 产权清晰,骏景花园,棠下,5室2厅 ,231.63, 西南 西 , 其他 ,12,2000, 塔楼,5, 7个月以前发布,12020000.0,"51,878元/平",近地铁 VR房源 房本满两年 
富力天河华庭 厅出阳台 高层单位 带入户花园,富力天河华庭,林和,4室2厅 ,165.6, 北 , 其他 ,30,2005, 塔楼,108, 一年前发布,12760000.0,"77,039元/平",VR看装修 房本满五年 
天河新作 4室2厅 南 北,天河新作,体育中心,4室2厅 ,230.0, 南 北 , 其他 ,33,2006, 塔楼,1, 1个月以前发布,24500000.0,"106,522元/平",VR看装修 房本满五年 
侨兴苑，少有南向大户型，电梯正在组织中,侨兴苑,石牌,5室2厅 ,137.01, 南 , 简装 ,9,1993, 塔楼,44, 一年前发布,5750000.0,"41,968元/平",VR房源 房本满两年 
天河公园复式单位 实用电梯五房 满五唯一省个税,海景大厦,天河公园,5室2厅 ,188.14, 西北 , 简装 ,9,2001, 塔楼,21, 一年前发布,8500000.0,"45,180元/平",近地铁 VR房源 房本满五年 
天河公园西门板块4房4卫，高层没有遮挡视野开阔,东方新世界,天河公园,4室2厅 ,271.87, 南 , 其他 ,9,2011, 板楼,4, 1个月以前发布,20920000.0,"76,922元/平",近地铁 VR房源 房本满五年 
业主诚心出* 满五复式 南北格局 此房满五，南北格局,华南御景园,岑村,5室2厅 ,294.65, 南 北 , 精装 ,11,2011, 塔楼,26, 一年前发布,20580000.0,"69,846元/平",VR房源 房本满五年 
望天河公园  视野开阔 过五年唯一,叠翠台,天河公园,3室1厅 ,115.18, 东 , 简装 ,22,2004, 塔楼,7, 一年前发布,9400000.0,"81,612元/平",近地铁 VR房源 房本满五年 
交委 原装 先烈东 高层东南向 一手业主 诚心放盘,交委宿舍,沙河,3室1厅 ,112.2, 南 , 精装 ,18,2000, 塔楼,7, 2个月以前发布,4000000.0,"35,651元/平",近地铁 VR看装修 房本满五年 
芳满庭园 正南向3房2卫 双阳台 户型方正采光好,华景新城芳满庭园,华景新城,3室2厅 ,107.89, 南 , 精装 ,36,2005, 塔楼,10, 3个月以前发布,6030000.0,"55,854元/平",VR房源 房本满两年 
高层望花园3+1房，户型方正，采光充足,嘉裕公馆,珠江新城中,4室1厅 ,172.68, 北 , 其他 ,33,2015, 塔楼,33, 一年前发布,34600000.0,"200,371元/平",近地铁 VR看装修 房本满两年 
信华经理人家，原装电梯4房，安静小区，通风采光好,信华经理人家园,华景新城,4室2厅 ,108.89, 南 西南 , 简装 ,31,2012, 塔楼,1, 5个月以前发布,6090000.0,"55,854元/平",VR看装修 房本满五年 
格局方正大四房有钥匙随时看房通风透气 小区环境优美,华景新城华景里,华景新城,4室2厅 ,148.25, 南 , 精装 ,29,2014, 塔楼,65, 一年前发布,8290000.0,"55,854元/平",VR看装修 房本满五年 
边检大院 东南向三房 有8平方大平台 楼龄新,边检大院,龙口西,4室2厅 ,107.31, 东南 , 精装 ,19,2014, 板楼,16, 一年前发布,8600000.0,"80,142元/平",VR房源 房本满五年 
华景新城复式大四房 视野广阔 可以瞭望白云山广州塔,华景新城逸晖居,华景新城,4室2厅 ,202.07, 西南 , 精装 ,31,2000, 塔楼,29, 一年前发布,11290000.0,"55,854元/平",VR房源 房本满五年 
全新奢华装修，南向一线望江，套内为普通住宅四房,美林海岸花园,员村,4室2厅 ,146.7, 东南 南 , 精装 ,32,2004, 塔楼,7, 7个月以前发布,19800000.0,"134,970元/平",VR房源 房本满两年 
花园小区 实用户型 高层望花园 安静,保利心语花园,珠江新城中,3室2厅 ,109.46, 北 , 其他 ,32,2008, 塔楼,1, 4个月以前发布,10620000.0,"96,957元/平",近地铁 VR看装修 房本满五年 
华景绝好地段 满五 格局方正 高层视野开阔 秒改四房,珠江俊园,华景新城,3室2厅 ,123.7, 东 , 精装 ,28,2007, 塔楼,23, 6个月以前发布,8470000.0,"68,435元/平",VR看装修 房本满五年 
华景新城正规大三房，满五年，户型好,珠江俊园,华景新城,3室1厅 ,122.88, 东北 , 其他 ,28,2007, 塔楼,13, 6个月以前发布,8410000.0,"68,435元/平",VR看装修 房本满五年 
骏景南向三层复式，新装修，60平空中花园，南北对流,骏景花园,棠下,5室2厅 ,232.65, 南 , 精装 ,12,2000, 塔楼,17, 4个月以前发布,12070000.0,"51,878元/平",VR房源 房本满五年 
华景里 纯南向大三房 安静看花园 带双平台 楼龄新,华景新城华景里,华景新城,3室1厅 ,107.77, 南 , 精装 ,31,2013, 塔楼,710, 一年前发布,6020000.0,"55,854元/平",VR房源 房本满五年 
08年次新楼，满五唯一，格局方正，三房两卫保养好,珠江俊园,华景新城,3室2厅 ,123.42, 东 , 其他 ,28,2007, 塔楼,61, 一年前发布,8450000.0,"68,435元/平",VR看装修 房本满五年 
